,overs,runs,wickets,total,difference
3,7.1,42.0,1.0,140.0,98.0
0,7.2,43.0,1.0,140.0,97.0
65,7.3,44.0,1.0,140.0,96.0
32,7.4,46.0,1.0,140.0,94.0
33,7.5,46.0,1.0,140.0,94.0
30,7.6,47.0,1.0,140.0,93.0
5,7.7,47.0,1.0,140.0,93.0
52,8.1,48.0,1.0,140.0,92.0
54,8.2,52.0,1.0,140.0,88.0
53,8.3,53.0,1.0,140.0,87.0
56,8.4,54.0,1.0,140.0,86.0
55,8.5,54.0,2.0,140.0,86.0
57,8.6,55.0,2.0,140.0,85.0
62,9.1,56.0,2.0,140.0,84.0
63,9.2,57.0,2.0,140.0,83.0
64,9.3,58.0,2.0,140.0,82.0
59,9.4,59.0,2.0,140.0,81.0
60,9.5,60.0,2.0,140.0,80.0
61,9.6,61.0,2.0,140.0,79.0
84,0.1,1.0,0.0,157.0,156.0
86,0.2,1.0,0.0,157.0,156.0
